program,address,size,current_name,provisional_name,owner,confidence,name_origin,authority,evidence
srext-jpegimporter,100089b0,264,jinit_d_coef_controller,jinit_d_coef_controller,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10008ac0,22,FUN_10008ac0,jdcoefct_start_input_pass,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcoefct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10008ae0,81,start_iMCU_row,start_iMCU_row,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10008b40,79,FUN_10008b40,start_output_pass,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdcoefct.c start_output_pass
srext-jpegimporter,10008b90,608,FUN_10008b90,decompress_onepass,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcoefct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10008df0,3,FUN_10008df0,dummy_consume_data,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcoefct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10008e00,533,FUN_10008e00,consume_data,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcoefct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10009020,434,FUN_10009020,decompress_data,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcoefct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,100091e0,240,smoothing_ok,smoothing_ok,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,100092d0,1641,FUN_100092d0,decompress_smooth_data,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcoefct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10009940,423,jinit_color_deconverter,jinit_color_deconverter,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10009b00,188,build_ycc_rgb_table,build_ycc_rgb_table,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10009bc0,304,FUN_10009bc0,ycc_rgb_convert,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcolor.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10009cf0,135,FUN_10009cf0,null_convert,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdcolor.c null_convert
srext-jpegimporter,10009d80,41,FUN_10009d80,jdcolor_grayscale_convert,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcolor.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10009db0,356,FUN_10009db0,ycck_cmyk_convert,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcolor.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10009f20,1,FUN_10009f20,start_pass_dcolor,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdcolor.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10009f30,121,jinit_inverse_dct,jinit_inverse_dct,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10009fb0,616,FUN_10009fb0,start_pass,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jddctmgr.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000a220,489,jpeg_make_d_derived_tbl,jpeg_make_d_derived_tbl,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000a410,253,jpeg_fill_bit_buffer,jpeg_fill_bit_buffer,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000a510,241,jpeg_huff_decode,jpeg_huff_decode,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000a610,60,jinit_huff_decoder,jinit_huff_decoder,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000a650,325,FUN_1000a650,start_pass_huff_decoder,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdhuff.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000a7a0,1102,FUN_1000a7a0,decode_mcu,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdhuff.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000abf0,124,process_restart,process_restart,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000ac70,74,jinit_input_controller,jinit_input_controller,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000acc0,57,start_input_pass,start_input_pass,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000ad00,421,per_scan_setup,per_scan_setup,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000aeb0,170,latch_quant_tables,latch_quant_tables,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000af60,17,FUN_1000af60,finish_input_pass,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdinput.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000af80,199,FUN_1000af80,consume_markers,ijg-jpeg-6,strong,original-source,source-backed,Disassembly implements marker consumption; jdinput.c order places it after the tiny finish_input_pass setter
srext-jpegimporter,1000b050,501,initial_setup,initial_setup,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000b250,68,FUN_1000b250,reset_input_controller,ijg-jpeg-6,strong,original-source,source-backed,Body size and terminal position identify jdinput.c reset_input_controller
srext-jpegimporter,1000b2a0,205,jinit_d_main_controller,jinit_d_main_controller,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000b370,173,alloc_funny_pointers,alloc_funny_pointers,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000b420,118,FUN_1000b420,start_pass_main,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmainct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000b4a0,326,make_funny_pointers,make_funny_pointers,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000b5f0,116,FUN_1000b5f0,process_data_simple_main,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdmainct.c process_data_simple_main
srext-jpegimporter,1000b670,322,FUN_1000b670,process_data_context_main,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdmainct.c process_data_context_main
srext-jpegimporter,1000b7c0,270,set_wraparound_pointers,set_wraparound_pointers,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000b8d0,153,set_bottom_pointers,set_bottom_pointers,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000b970,39,FUN_1000b970,process_data_crank_post,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmainct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000b9a0,249,jpeg_resync_to_restart,jpeg_resync_to_restart,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000baa0,271,next_marker,next_marker,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000bbb0,133,jinit_marker_reader,jinit_marker_reader,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000bc40,664,FUN_1000bc40,get_app0,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmarker.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000bee0,463,FUN_1000bee0,get_app14,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmarker.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000c0b0,161,skip_variable,skip_variable,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000c160,543,FUN_1000c160,read_markers,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdmarker.c read_markers
srext-jpegimporter,1000c4d0,169,get_soi,get_soi,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000c580,807,get_sof,get_sof,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000c8b0,792,get_sos,get_sos,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000cbd0,383,get_dac,get_dac,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000cd50,844,get_dht,get_dht,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000d0a0,617,get_dqt,get_dqt,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000d310,240,get_dri,get_dri,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000d400,158,first_marker,first_marker,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000d4a0,139,FUN_1000d4a0,read_restart_marker,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdmarker.c read_restart_marker
srext-jpegimporter,1000d530,52,reset_marker_reader,reset_marker_reader,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000d570,530,jpeg_calc_output_dimensions,jpeg_calc_output_dimensions,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000d7a0,131,use_merged_upsample,use_merged_upsample,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000d830,117,FUN_1000d830,jpeg_new_colormap,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmaster.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000d8b0,52,jinit_master_decompress,jinit_master_decompress,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000d8f0,472,master_selection,master_selection,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000dad0,121,prepare_range_limit_table,prepare_range_limit_table,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000db50,348,FUN_1000db50,prepare_for_output_pass,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdmaster.c prepare_for_output_pass
srext-jpegimporter,1000dcb0,40,FUN_1000dcb0,finish_output_pass,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmaster.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000dce0,133,jinit_merged_upsampler,jinit_merged_upsampler,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000dd70,188,build_ycc_rgb_table,build_ycc_rgb_table,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000de30,24,FUN_1000de30,start_pass_merged_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmerge.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000de50,207,FUN_1000de50,merged_2v_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmerge.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000df20,58,FUN_1000df20,merged_1v_upsample,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdmerge.c merged_1v_upsample
srext-jpegimporter,1000df60,341,FUN_1000df60,h2v1_merged_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmerge.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000e0c0,528,FUN_1000e0c0,h2v2_merged_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdmerge.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000e2d0,110,jinit_phuff_decoder,jinit_phuff_decoder,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000e340,775,FUN_1000e340,start_pass_phuff_decoder,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdphuff.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000e650,569,FUN_1000e650,decode_mcu_DC_first,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdphuff.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000e890,131,process_restart,process_restart,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000e920,609,FUN_1000e920,decode_mcu_AC_first,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdphuff.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000eb90,273,FUN_1000eb90,decode_mcu_DC_refine,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdphuff.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000ecb0,1124,FUN_1000ecb0,decode_mcu_AC_refine,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdphuff.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f120,143,jinit_d_post_controller,jinit_d_post_controller,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000f1b0,249,FUN_1000f1b0,start_pass_dpost,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdpostct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f2b0,123,FUN_1000f2b0,post_process_1pass,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdpostct.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f330,163,FUN_1000f330,post_process_prepass,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdpostct.c post_process_prepass
srext-jpegimporter,1000f3e0,166,FUN_1000f3e0,post_process_2pass,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jdpostct.c post_process_2pass
srext-jpegimporter,1000f490,500,jinit_upsampler,jinit_upsampler,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000f690,26,FUN_1000f690,start_pass_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdsample.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f6b0,247,FUN_1000f6b0,sep_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdsample.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f7b0,11,FUN_1000f7b0,fullsize_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdsample.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f7c0,11,FUN_1000f7c0,noop_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdsample.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f7d0,276,FUN_1000f7d0,int_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdsample.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f8f0,92,FUN_1000f8f0,h2v1_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdsample.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f950,133,FUN_1000f950,h2v2_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdsample.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000f9e0,193,FUN_1000f9e0,h2v1_fancy_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdsample.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000fab0,338,FUN_1000fab0,h2v2_fancy_upsample,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdsample.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000fc10,171,FUN_1000fc10,jpeg_read_coefficients,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdtrans.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000fcc0,178,FUN_1000fcc0,transdecode_master_selection,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jdtrans.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000fd80,76,jpeg_std_error,jpeg_std_error,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,1000fdd0,86,FUN_1000fdd0,error_exit,ijg-jpeg-6,strong,original-source,source-backed,Body size and first internal position identify jerror.c error_exit after jpeg_std_error
srext-jpegimporter,1000fdf0,54,FUN_1000fdf0,output_message,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jerror.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000fe30,58,FUN_1000fe30,emit_message,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jerror.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000fe70,167,FUN_1000fe70,format_message,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jerror.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000ff20,17,FUN_1000ff20,reset_error_mgr,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jerror.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,1000ff40,611,FUN_1000ff40,jpeg_fdct_float,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jfdctflt.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,100101b0,577,FUN_100101b0,jpeg_fdct_ifast,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jfdctfst.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10010400,1016,FUN_10010400,jpeg_fdct_islow,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jfdctint.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10010800,1107,FUN_10010800,jpeg_idct_float,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jidctflt.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10010c60,1191,FUN_10010c60,jpeg_idct_ifast,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jidctfst.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10011110,1579,FUN_10011110,jpeg_idct_islow,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jidctint.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10011740,947,FUN_10011740,jpeg_idct_4x4,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jidctred.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10011b00,527,FUN_10011b00,jpeg_idct_2x2,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jidctred.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10011d10,62,FUN_10011d10,jpeg_idct_1x1,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jidctred.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10011d50,310,jinit_memory_mgr,jinit_memory_mgr,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10011e90,303,alloc_small,alloc_small,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10011fc0,29,out_of_memory,out_of_memory,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10011fe0,161,alloc_large,alloc_large,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012090,168,alloc_sarray,alloc_sarray,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012140,176,alloc_barray,alloc_barray,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,100121f0,110,FUN_100121f0,request_virt_sarray,ijg-jpeg-6,strong,original-source,source-backed,Memory-manager source order identifies request_virt_sarray after alloc_barray
srext-jpegimporter,10012260,110,FUN_10012260,request_virt_barray,ijg-jpeg-6,strong,original-source,source-backed,Memory-manager source order identifies request_virt_barray after request_virt_sarray
srext-jpegimporter,100122d0,385,FUN_100122d0,realize_virt_arrays,ijg-jpeg-6,strong,original-source,source-backed,Memory-manager source order identifies realize_virt_arrays before virtual-array I/O helpers
srext-jpegimporter,10012460,335,FUN_10012460,access_virt_sarray,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jmemmgr.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,100125b0,154,do_sarray_io,do_sarray_io,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012650,330,FUN_10012650,access_virt_barray,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jmemmgr.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,100127a0,159,do_barray_io,do_barray_io,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012840,241,free_pool,free_pool,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012940,55,FUN_10012940,self_destruct,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jmemmgr.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10012980,15,jpeg_get_small,jpeg_get_small,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012990,13,FID_conflict:jpeg_free_small,jpeg_free_small,ijg-jpeg-6,strong,original-source,source-backed,Identical free body resolved by jmemnobs.c order after jpeg_get_small
srext-jpegimporter,100129a0,15,jpeg_get_large,jpeg_get_large,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,100129b0,13,FID_conflict:jpeg_free_small,jpeg_free_large,ijg-jpeg-6,strong,original-source,source-backed,Identical free body resolved by jmemnobs.c order after jpeg_get_large
srext-jpegimporter,100129c0,5,FUN_100129c0,jpeg_mem_available,ijg-jpeg-6,strong,original-source,source-backed,Exact jmemnobs.c object position after jpeg_free_large
srext-jpegimporter,100129d0,20,FUN_100129d0,jpeg_open_backing_store,ijg-jpeg-6,strong,original-source,source-backed,Exact jmemnobs.c object position after jpeg_mem_available
srext-jpegimporter,100129f0,3,FUN_100129f0,jpeg_mem_init,ijg-jpeg-6,strong,original-source,source-backed,Exact jmemnobs.c object position before jpeg_mem_term
srext-jpegimporter,10012a00,1,FUN_10012a00,jpeg_mem_term,ijg-jpeg-6,strong,original-source,source-backed,Exact one-byte terminal function in jmemnobs.c
srext-jpegimporter,10012a10,154,jinit_1pass_quantizer,jinit_1pass_quantizer,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012ab0,350,create_colormap,create_colormap,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012c10,233,select_ncolors,select_ncolors,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012d00,30,output_value,output_value,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012d20,316,create_colorindex,create_colorindex,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012e60,28,largest_input_value,largest_input_value,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012e80,64,alloc_fs_workspace,alloc_fs_workspace,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10012ec0,236,FUN_10012ec0,start_pass_1_quant,ijg-jpeg-6,strong,original-source,source-backed,Body size and in-object order identify jquant1.c start_pass_1_quant
srext-jpegimporter,10012fb0,88,create_odither_tables,create_odither_tables,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10013010,102,make_odither_array,make_odither_array,ijg-jpeg-6,high,original-source,source-backed,All source-built FID rows for this target agree on the same source symbol
srext-jpegimporter,10013080,187,FUN_10013080,color_quantize,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant1.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10013140,178,FUN_10013140,color_quantize3,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant1.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10013200,292,FUN_10013200,quantize_ord_dither,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant1.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10013330,294,FUN_10013330,quantize3_ord_dither,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant1.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10013460,454,FUN_10013460,quantize_fs_dither,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant1.c.obj; identity and ownership come from its VC6 PDB symbol
srext-jpegimporter,10013630,1,FUN_10013630,finish_pass_1_quant,ijg-jpeg-6,strong,original-source,source-backed,Exact linked address and function extent in rebuilt jquant1.c.obj; identity and ownership come from its VC6 PDB symbol
