address,size,current_name,provisional_name,owner,confidence,evidence
1001582c,44,FUN_1001582c,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
10015858,18,FUN_10015858,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
1001586a,171,FUN_1001586a,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
10015915,157,entry,__DllMainCRTStartup@12,msvc6-crt,high,All source-built FID rows for this target agree on the same source symbol
100159b2,6,~type_info,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
100159b8,6,__dllonexit,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
100159be,6,initterm,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
10015a00,11,Unwind@10015a00,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
10015a0b,11,Unwind@10015a0b,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
10015a16,11,Unwind@10015a16,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
10015a30,11,Unwind@10015a30,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
