address,size,current_name,provisional_name,owner,confidence,fid_variants,evidence
1000c3e0,38,FUN_1000c3e0,mapattr,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-rtm-upstream-release-mt-o2|vc6-sp5-target-runtime-md-o2|vc6-sp5-upstream-release-mt-o2|vc6-sp6-target-runtime-md-o2|vc6-sp6-upstream-release-mt-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000c410,1303,FUN_1000c410,mapname,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000c9a0,35,FUN_1000c9a0,_IsVolumeOldFAT,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000c9d0,2489,FUN_1000c9d0,checkdir,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000d390,47,FUN_1000d390,isfloppy,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000d3c0,386,FUN_1000d3c0,map2fat,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000d590,436,FUN_1000d590,zstat_win32,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000d750,126,FUN_1000d750,_FileTime2utime,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000d7d0,85,FUN_1000d7d0,_VFatFileTime2utime,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000d830,24,FUN_1000d830,DllMain,infozip-unzip-5.4,high,,Exact windll.c process-attach body storing hInst and returning TRUE
1000d850,81,FUN_1000d850,_Wiz_Init@8,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-rtm-upstream-release-mt-o2|vc6-sp5-target-runtime-md-o2|vc6-sp5-upstream-release-mt-o2|vc6-sp5-vcpp-target-runtime-md-o2|vc6-sp5-vcpp-upstream-release-mt-o2|vc6-sp6-target-runtime-md-o2|vc6-sp6-upstream-release-mt-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000d8b0,92,FUN_1000d8b0,win_fprintf,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000d910,41,,DllMessagePrint,infozip-unzip-5.4,exact,,Static WinDLL message callback stored by Wiz_Init; exact upstream UnZip 5.4 source body
1000d940,67,,UzpPassword,infozip-unzip-5.4,exact,,Password callback retained from the public zcrypt-enabled WinDLL front end
1000d990,12,FUN_1000d990,Wiz_NoPrinting,infozip-unzip-5.4,exact,,Exact windll.c setter body writing fNoPrinting and returning with ret 4
1000d9a0,1,,DummySound,infozip-unzip-5.4,exact,,Empty default sound callback installed by Wiz_Init
1000d9b0,82,,Wiz_StatReportCB,infozip-unzip-5.4,exact,,Status bridge dispatching sound and service callbacks from Info-ZIP into the host callback table
1000da10,142,FUN_1000da10,srWizUnzipToMemory,sirtech-unzip-adapter,exact,vc6-sp5-target-runtime-md-o2,Owned source compiles to an instruction-for-instruction identical 142-byte body
1000daa0,748,FUN_1000daa0,zi_end_central,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000dd90,1580,FUN_1000dd90,zipinfo,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000e3e0,5785,FUN_1000e3e0,zi_long,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
1000faa0,1978,FUN_1000faa0,zi_short,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
10010280,677,FUN_10010280,zi_showMacTypeCreator,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
10010530,384,FUN_10010530,zi_time,infozip-unzip-5.4,high,vc6-rtm-target-runtime-md-o2|vc6-sp5-target-runtime-md-o2|vc6-sp6-target-runtime-md-o2,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
100106b0,941,FUN_100106b0,srZipOpener::open,sirtech-unzip-adapter,strong,,Opener vtable slot; recovered source implements direct .zip paths and ZIP_PATH prefix search
10010a60,751,FUN_10010a60,srZipOpener::openArchivePath,sirtech-unzip-adapter,strong,,Recovered helper splits optional @ prefix then .zip archive and member components; method name is descriptive
10010d50,210,FUN_10010d50,srInlineString::substring_constructor,sirtech-unzip-adapter,strong,,Recovered 0x0c string constructor copies the half-open source range through srHeap
10010e30,122,FUN_10010e30,srInlineString::c_string_constructor,sirtech-unzip-adapter,strong,,Recovered 0x0c string constructor from a nullable C string
10010eb0,166,FUN_10010eb0,srZipAdapter::constructor,sirtech-unzip-adapter,exact,,Recovered source is instruction-exact modulo the separately named Wiz_NoPrinting target
10010f60,38,FUN_10010f60,srInlineString::destructor,sirtech-unzip-adapter,strong,,Recovered string destructor is instruction-exact modulo SR import symbol presentation
10010f90,131,FUN_10010f90,srInlineString::assign,sirtech-unzip-adapter,strong,,Recovered C-string assignment is instruction-exact modulo SR import symbol presentation
10011020,50,FUN_10011020,srZipAdapter::destructor,sirtech-unzip-adapter,strong,,Recovered destructor releases the callback record then the archive-path string
10011060,296,FUN_10011060,srZipAdapter::openMember,sirtech-unzip-adapter,strong,,Recovered source reads ZIP_CASE_INSENSITIVE and wraps an unambiguous Info-ZIP memory result
10011190,99,srInitPlugin,srInitPlugin,sirtech-unzip-adapter,exact,,PE export ordinal 2; allocates the wrapper and opener and registers the .zip stream type
10011200,,,srZipOpener::getDescription,sirtech-unzip-adapter,strong,,Opener vtable entry returning the SurRender .zip opener description
10011210,,,srUnzipPlugin::getDescription,sirtech-unzip-adapter,strong,,Plugin vtable entry returning the SurRender unzip plug-in description
10011220,30,FUN_10011220,srZipOpener::scalar_deleting_destructor,sirtech-unzip-adapter,strong,,Scalar deleting destructor for the ZIP opener object
10011240,63,FUN_10011240,srZipOpener::destructor,sirtech-unzip-adapter,strong,,ZIP opener destructor; destroys its owned adapter state
10011280,30,FUN_10011280,srUnzipPlugin::scalar_deleting_destructor,sirtech-unzip-adapter,strong,,Scalar deleting destructor for the complete plugin wrapper
100112a0,84,FUN_100112a0,srUnzipPlugin::destructor,sirtech-unzip-adapter,strong,,Complete plugin destructor; releases the owned opener
10011300,,,srPlugin::destructor,sirtech-unzip-adapter,exact,,One-byte srPlugin virtual destructor; exact decorated PDB identity and body generated by the recovered base declaration
10011310,,,srOwnedBinIMStream::scalar_deleting_destructor_adjustor,sirtech-unzip-adapter,strong,,First owned-memory-stream vtable slot; adjusts across the virtual base then jumps to 0x10011320
10011320,,,srOwnedBinIMStream::scalar_deleting_destructor,sirtech-unzip-adapter,strong,,Complete scalar deleting destructor for the 0x2c owned memory stream
10011350,46,FUN_10011350,srOwnedBinIMStream::destructor,sirtech-unzip-adapter,strong,,Virtual-base destructor body frees the owned Info-ZIP result buffer
10011380,,,srOwnedBinIMStream::getSize_adjustor,sirtech-unzip-adapter,strong,,Vtable slot adjusts through the virtual base and jumps to imported srBinIMStream::getSize
10011390,,,srOwnedBinIMStream::seek_from_start_adjustor,sirtech-unzip-adapter,strong,,Vtable slot adjusts through the virtual base and jumps to the imported one-argument srBinIMStream::seek
100113a0,,,srOwnedBinIMStream::seek_adjustor,sirtech-unzip-adapter,strong,,Vtable slot adjusts through the virtual base and jumps to the imported two-argument srBinIMStream::seek
100113b0,,,srOwnedBinIMStream::tell_adjustor,sirtech-unzip-adapter,strong,,Vtable slot adjusts through the virtual base and jumps to imported srBinIMStream::tell
100113c0,14,FUN_100113c0,srInlineString::default_constructor,sirtech-unzip-adapter,strong,,Initializes the 0x0c string to inline empty storage; recovered body is instruction-exact
100113d0,496,FUN_100113d0,srInlineString::concatenate,sirtech-unzip-adapter,strong,,Combines two inline-string path components into a returned value
100115c0,,,discardPrintOrService,sirtech-unzip-adapter,strong,,Shared Info-ZIP print and service callback body returning zero and popping two arguments
100115d0,,,discardReplace,sirtech-unzip-adapter,strong,,Info-ZIP replace callback returning zero and popping one argument
100115e0,,,discardMessage,sirtech-unzip-adapter,strong,,Info-ZIP application-message callback popping 0x34 argument bytes
100115f0,,,noteArchive,sirtech-unzip-adapter,exact,,Info-ZIP password callback takes the adapter as its fifth stack argument then copies the archive path and increments the adapter count
10011630,6,srGetLibraryVersion,srGetLibraryVersion,sirtech-unzip-adapter,exact,,"PE export ordinal 1; body is mov eax,0x012a0209; ret"
10011640,,,thunk_srBinIMStream_vread,msvc6-runtime-glue,exact,,Six-byte linker import thunk through IAT slot 0x100121b4 for srBinIMStream::vread
10011646,,,thunk_srBinIStream_vget,msvc6-runtime-glue,exact,,Six-byte linker import thunk through IAT slot 0x100121b0 for srBinIStream::vget
10011650,52,FUN_10011650,__allmul,msvc6-crt,high,vc6-rtm-vc6-rtm-multithreaded-static|vc6-sp3-libraries-vc6-sp3-multithreaded-static|vc6-sp4-libraries-vc6-sp4-multithreaded-static|vc6-sp5-vc6-sp5-multithreaded-static|vc6-sp6-vc6-sp6-multithreaded-static,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
10011690,104,FUN_10011690,__aulldiv,msvc6-crt,high,vc6-rtm-vc6-rtm-multithreaded-static|vc6-sp3-libraries-vc6-sp3-multithreaded-static|vc6-sp4-libraries-vc6-sp4-multithreaded-static|vc6-sp5-vc6-sp5-multithreaded-static|vc6-sp6-vc6-sp6-multithreaded-static,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
10011700,6,operator_new,operator_new_import_thunk,msvc6-runtime-glue,exact,,Six-byte linker thunk to the imported MSVCRT operator new
10011706,6,operator_delete,operator_delete_import_thunk,msvc6-runtime-glue,exact,,Six-byte linker thunk to the imported MSVCRT operator delete
1001170c,171,FUN_1001170c,__CRT_INIT@12,msvc6-crt,high,,VC6 crtdll.obj initialization body; the reconstructed linker emits the same named runtime body
100117b7,157,entry,__DllMainCRTStartup@12,msvc6-crt,high,vc6-rtm-vc6-rtm-multithreaded-static|vc6-sp3-libraries-vc6-sp3-multithreaded-static|vc6-sp4-libraries-vc6-sp4-multithreaded-static|vc6-sp5-vc6-sp5-multithreaded-static|vc6-sp6-vc6-sp6-multithreaded-static,Every matching source-built or pinned-library FID row agrees on this symbol; build recipe remains variant-ambiguous
10011854,6,initterm,__initterm_import_thunk,msvc6-runtime-glue,exact,,Six-byte linker thunk to the imported MSVCRT _initterm
10011860,8,Unwind@10011860,srZipOpener::open::unwind_string_54,msvc6-runtime-glue,strong,,EH cleanup for the srInlineString at EBP-0x54; grouped with srZipOpener::open by its FuncInfo record
10011868,9,Unwind@10011868,srZipOpener::open::unwind_search_paths,msvc6-runtime-glue,strong,,EH cleanup for the srStringTable at EBP-0x48 through the exact SR.DLL destructor import; grouped by FuncInfo
10011871,8,Unwind@10011871,srZipOpener::open::unwind_string_60,msvc6-runtime-glue,strong,,EH cleanup for the srInlineString at EBP-0x60; grouped by FuncInfo
10011879,23,Unwind@10011879,srZipOpener::open::conditional_unwind_string_30,msvc6-runtime-glue,strong,,Bit-0 conditional srInlineString cleanup at EBP-0x30 in the srZipOpener::open FuncInfo group
10011890,23,Unwind@10011890,srZipOpener::open::conditional_unwind_string_3c,msvc6-runtime-glue,strong,,Bit-1 conditional srInlineString cleanup at EBP-0x3c in the srZipOpener::open FuncInfo group
100118a7,23,Unwind@100118a7,srZipOpener::open::conditional_unwind_string_18,msvc6-runtime-glue,strong,,Bit-2 conditional srInlineString cleanup at EBP-0x18 in the srZipOpener::open FuncInfo group
100118be,23,Unwind@100118be,srZipOpener::open::conditional_unwind_string_24,msvc6-runtime-glue,strong,,Bit-3 conditional srInlineString cleanup at EBP-0x24 in the srZipOpener::open FuncInfo group
100118e0,8,Unwind@100118e0,srZipOpener::openArchivePath::unwind_argument,msvc6-runtime-glue,strong,,EH cleanup for the by-value srInlineString argument at EBP+4; grouped with openArchivePath by FuncInfo
100118e8,8,Unwind@100118e8,srZipOpener::openArchivePath::unwind_string_24,msvc6-runtime-glue,strong,,EH cleanup for the srInlineString at EBP-0x24 in the openArchivePath FuncInfo group
100118f0,8,Unwind@100118f0,srZipOpener::openArchivePath::unwind_string_30,msvc6-runtime-glue,strong,,EH cleanup for the srInlineString at EBP-0x30 in the openArchivePath FuncInfo group
100118f8,8,Unwind@100118f8,srZipOpener::openArchivePath::unwind_string_18,msvc6-runtime-glue,strong,,EH cleanup for the srInlineString at EBP-0x18 in the openArchivePath FuncInfo group
10011910,8,Unwind@10011910,srInlineString::substring_constructor::unwind,msvc6-runtime-glue,strong,,Constructor-failure cleanup for the partially initialized string; isolated by the following FuncInfo record
10011930,11,Unwind@10011930,srZipAdapter::openMember::unwind_delete,msvc6-runtime-glue,strong,,Allocation cleanup for a failed srOwnedBinIMStream construction in openMember
1001193b,27,Unwind@1001193b,srZipAdapter::openMember::unwind_virtual_base,msvc6-runtime-glue,strong,,Conditional srBinStream virtual-base destructor cleanup for failed owned-stream construction
10011960,9,Unwind@10011960,srInitPlugin::unwind_opener_base,msvc6-runtime-glue,strong,,Partial srZipOpener construction cleanup through the exact imported Opener destructor
10011980,9,Unwind@10011980,srInitPlugin::unwind_plugin_base,msvc6-runtime-glue,strong,,Partial srUnzipPlugin construction cleanup through the exact local srPlugin destructor
100119a0,8,Unwind@100119a0,srInlineString::concatenate::unwind_result,msvc6-runtime-glue,strong,,EH cleanup for the concatenation result at EBP-0x18; grouped with operator+ by FuncInfo
100119a8,23,Unwind@100119a8,srInlineString::concatenate::conditional_unwind_return,msvc6-runtime-glue,strong,,Conditional cleanup for the returned srInlineString at EBP+4 in operator+
